	Kingdom	Phylum	Class	Order	Family	Genus	Species	Resolution	Guild
ASV1443	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella tricincta	Species	Pathotroph
ASV1445	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1446	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massariaceae	Massaria	Massaria ulmi	Species	Saprotroph
ASV1447	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1448	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum Undetermined	Species	Pathotroph
ASV1449	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis pachyderma	Species	Saprotroph
ASV1450	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV1451	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1452	Fungi	Ascomycota	Dothideomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1453	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora Undetermined	Species	Arbuscular Mycorrhizal
ASV1454	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV1455	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV1456	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	Pezicula alnicola	Species	Pathotroph
ASV1457	Fungi	Ascomycota	Leotiomycetes	Helotiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1459	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis Undetermined	Species	Arbuscular Mycorrhizal
ASV1460	Fungi	Ascomycota	Eurotiomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1462	Fungi	Chytridiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1463	Fungi	Ascomycota	Leotiomycetes	Helotiales	HelotialesfamIncertaesedis	Undetermined	Undetermined Undetermined	Family	NA
ASV1464	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1467	Fungi	Ascomycota	Leotiomycetes	Helotiales	HelotialesfamIncertaesedis	Leohumicola	Leohumicola verrucosa	Species	NA
ASV1468	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella elongata	Species	Saprotroph
ASV1469	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1471	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium Undetermined	Species	Saprotroph
ASV1472	Fungi	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Endogone	Endogone Undetermined	Species	Saprotroph
ASV1473	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV1474	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Gyoerffyella	Gyoerffyella Undetermined	Species	Saprotroph
ASV1476	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1477	Fungi	Chytridiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1478	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis geosporum	Species	Arbuscular Mycorrhizal
ASV1479	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium Undetermined	Species	Pathotroph
ASV1483	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ischnodermataceae	Ischnoderma	Ischnoderma resinosum	Species	NA
ASV1484	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus Undetermined	Species	Arbuscular Mycorrhizal
ASV1485	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe semiglobata	Species	Saprotroph
ASV1486	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1487	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium glutinans	Species	Saprotroph
ASV1488	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1489	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus claroideum	Species	Arbuscular Mycorrhizal
ASV1490	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia Undetermined	Species	NA
ASV1492	Fungi	Ascomycota	Leotiomycetes	Helotiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1493	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Undetermined	Undetermined	Undetermined Undetermined	Order	Arbuscular Mycorrhizal
ASV1494	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla aquaeductuum	Species	Pathotroph
ASV1496	Fungi	Ascomycota	Dothideomycetes	Pleosporales	PleosporalesfamIncertaesedis	Monodictys	Monodictys Undetermined	Species	NA
ASV1497	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys Undetermined	Species	NA
ASV1498	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1499	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella gemmifera	Species	Saprotroph
ASV1500	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon sambuci	Species	NA
ASV1503	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis Undetermined	Species	Arbuscular Mycorrhizal
ASV1504	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Aureobasidium pullulans	Species	Pathotroph
ASV1505	Fungi	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	Minutisphaera japonica	Species	Saprotroph
ASV1506	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1508	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	Cylindrocarpon Undetermined	Species	Pathotroph
ASV1509	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1510	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV1512	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora Undetermined	Species	Pathotroph
ASV1513	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Fomes	Fomes fomentarius	Species	NA
ASV1514	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1515	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	Arbuscular Mycorrhizal
ASV1518	Fungi	Mortierellomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1519	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1520	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	CantharellalesfamIncertaesedis	Minimedusa	Minimedusa polyspora	Species	NA
ASV1521	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia Undetermined	Species	NA
ASV1522	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	Auxarthron concentricum	Species	Saprotroph
ASV1523	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis	Species	Pathotroph
ASV1525	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV1526	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus Undetermined	Species	Arbuscular Mycorrhizal
ASV1527	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV1528	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1530	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus claroideum	Species	Arbuscular Mycorrhizal
ASV1531	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Murispora	Murispora hawksworthii	Species	Saprotroph
ASV1532	Fungi	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Endogone	Endogone Undetermined	Species	Saprotroph
ASV1533	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella antarctica	Species	Saprotroph
ASV1536	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1537	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1538	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV1539	Fungi	Chytridiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1540	Fungi	Ascomycota	Sordariomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1543	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV1544	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Kuehneromyces	Kuehneromyces mutabilis	Species	Saprotroph
ASV1545	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1546	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV1547	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis brunneofibrillosa	Species	Saprotroph
ASV1549	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora trappei	Species	Arbuscular Mycorrhizal
ASV1550	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	HymenochaetalesfamIncertaesedis	Resinicium	Resinicium bicolor	Species	Pathotroph
ASV1552	Fungi	Ascomycota	Leotiomycetes	Helotiales	HelotialesfamIncertaesedis	Leohumicola	Leohumicola verrucosa	Species	NA
ASV1553	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Arxiella	Arxiella dolichandrae	Species	Pathotroph
ASV1554	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	Arbuscular Mycorrhizal
ASV1555	Fungi	Ascomycota	Sordariomycetes	Hypocreales	HypocrealesfamIncertaesedis	Acremonium	Acremonium persicinum	Species	Saprotroph
ASV1556	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera Undetermined	Species	Saprotroph
ASV1557	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV1558	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1559	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV1560	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium glutinans	Species	Saprotroph
ASV1561	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Microscypha	Microscypha Undetermined	Species	Saprotroph
ASV1562	Fungi	Ascomycota	Dothideomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1563	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium proliferatum	Species	Pathotroph
ASV1564	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Athallia	Athallia Undetermined	Species	NA
ASV1566	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus	Species	Pathotroph
ASV1567	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon detriticus	Species	NA
ASV1568	Fungi	Ascomycota	Leotiomycetes	Helotiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1569	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV1570	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus Undetermined	Species	Arbuscular Mycorrhizal
ASV1571	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV1572	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1574	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani	Species	Pathotroph
ASV1575	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Undetermined	Undetermined	Undetermined Undetermined	Order	Arbuscular Mycorrhizal
ASV1576	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella elongata	Species	Saprotroph
ASV1577	Fungi	Chytridiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1578	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1579	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Phialemonium	Phialemonium inflatum	Species	NA
ASV1580	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Undetermined	Undetermined	Undetermined Undetermined	Order	Arbuscular Mycorrhizal
ASV1581	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita Undetermined	Species	Saprotroph
ASV1582	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1583	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	Occultifur externus	Species	NA
ASV1584	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron echinulatum	Species	Saprotroph
ASV1585	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1588	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1589	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	Arbuscular Mycorrhizal
ASV1590	Fungi	Ascomycota	Sordariomycetes	Hypocreales	HypocrealesfamIncertaesedis	Acremonium	Acremonium nepalense	Species	Saprotroph
ASV1591	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella elongata	Species	Saprotroph
ASV1592	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Undetermined	Undetermined Undetermined	Family	NA
ASV1593	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1594	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum Undetermined	Species	Pathotroph
ASV1595	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria vermicularioides	Species	Saprotroph
ASV1597	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV1598	Fungi	Mucoromycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1599	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV1600	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV1601	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium Undetermined	Species	Pathotroph
ASV1602	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	Exidia glandulosa	Species	Saprotroph
ASV1603	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus walkeri	Species	Arbuscular Mycorrhizal
ASV1604	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1605	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma	Barnettozyma vustinii	Species	Saprotroph
ASV1606	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV1607	Fungi	Ascomycota	Sordariomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV1608	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia Undetermined	Species	Saprotroph
ASV1609	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1610	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV1611	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa	Species	NA
ASV1613	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium Undetermined	Species	Pathotroph
ASV1614	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus statzelliae	Species	Saprotroph
ASV1617	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta Undetermined	Species	Pathotroph
ASV1618	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV1619	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina	Species	Saprotroph
ASV1621	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	Arbuscular Mycorrhizal
ASV1622	Fungi	Ascomycota	Pezizomycetes	Pezizales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV1623	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	CantharellalesfamIncertaesedis	Undetermined	Undetermined Undetermined	Family	NA
ASV1625	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Helgardia	Helgardia Undetermined	Species	Pathotroph
ASV1626	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV1628	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus Undetermined	Species	Arbuscular Mycorrhizal
ASV1629	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV1630	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus invermaium	Species	Arbuscular Mycorrhizal
ASV1631	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Cornuvesica	Cornuvesica acuminata	Species	Pathotroph
ASV1632	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Protrudomycetaceae	Protrudomyces	Protrudomyces lateralis	Species	NA
ASV1633	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV1635	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora trappei	Species	Arbuscular Mycorrhizal
ASV1636	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	Clitocybe nebularis	Species	NA
ASV1637	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV1638	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Undetermined	Undetermined	Undetermined Undetermined	Order	Arbuscular Mycorrhizal
ASV1639	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae	Species	Arbuscular Mycorrhizal
ASV1640	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Termitomyces	Termitomyces aurantiacus	Species	Saprotroph
ASV1641	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeris	Lasiosphaeris hispida	Species	Saprotroph
ASV1643	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus cucumeris	Species	Pathotroph
ASV1644	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma Undetermined	Species	Saprotroph
